city,state_id,state,county,lat,lng,population,density
Boulder,CO,Colorado,Boulder,40.0248,-105.2524,120818,1594.5
Iowa City,IA,Iowa,Johnson,41.6559,-91.5303,120015,1141.8
Rochester,MN,Minnesota,Olmsted,44.0154,-92.478,119732,813.7
Berkeley,CA,California,Alameda,37.8722,-122.276,119607,4554.9
Waldorf,MD,Maryland,Charles,38.6085,-76.9194,119442,827.9
The Villages,FL,Florida,Sumter,28.9034,-81.9887,119296,963.1
Duluth,MN,Minnesota,St. Louis,46.7756,-92.1393,118975,462.6
East Los Angeles,CA,California,Los Angeles,34.0326,-118.1691,118964,6242.6
Saginaw,MI,Michigan,Saginaw,43.4199,-83.9501,118845,1093.9
Clovis,CA,California,Fresno,36.8278,-119.683,118488,1686.7
Leominster,MA,Massachusetts,Worcester,42.5209,-71.7717,118190,557.0
Round Rock,TX,Texas,Williamson,30.527,-97.6642,117735,1321.3
Monroe,LA,Louisiana,Ouachita,32.5185,-92.0774,117197,623.7
Cambridge,MA,Massachusetts,Middlesex,42.3759,-71.1185,116892,7111.9
Clearwater,FL,Florida,Pinellas,27.979,-82.7623,116616,1713.6
Seaside,CA,California,Monterey,36.6224,-121.8199,116189,1473.9
West Jordan,UT,Utah,Salt Lake,40.6024,-112.0008,116045,1375.6
Richardson,TX,Texas,Dallas,32.9716,-96.7093,115904,1602.8
West Palm Beach,FL,Florida,Palm Beach,26.7469,-80.132,115877,796.4
Temple,TX,Texas,Bell,31.1068,-97.3891,115809,413.6
Burlington,VT,Vermont,Chittenden,44.4876,-73.2316,115682,1598.1
Richmond,CA,California,Contra Costa,37.9477,-122.3389,115677,1413.8
Westminster,CO,Colorado,Adams,39.8837,-105.0624,115535,1403.7
Pottstown,PA,Pennsylvania,Montgomery,40.2508,-75.6445,115413,1801.2
Brandon,FL,Florida,Hillsborough,27.9367,-82.3,115330,1350.7
Rock Hill,SC,South Carolina,York,34.9415,-81.0241,115292,721.9
Meridian,ID,Idaho,Ada,43.6116,-116.3977,115227,1168.8
Coeur d'Alene,ID,Idaho,Kootenai,47.704,-116.7936,114880,1234.6
Carlsbad,CA,California,San Diego,33.1246,-117.2834,114858,1169.5
Lowell,MA,Massachusetts,Middlesex,42.6389,-71.3217,114804,3157.7
Waterloo,IA,Iowa,Black Hawk,42.4918,-92.3522,114594,424.2
North Charleston,SC,South Carolina,Charleston,32.9067,-80.0722,114542,566.3
Gilroy,CA,California,Santa Clara,37.0046,-121.5854,114461,1289.5
Downey,CA,California,Los Angeles,33.9379,-118.1311,114293,3462.0
Gresham,OR,Oregon,Multnomah,45.5021,-122.4413,114164,1816.5
Elgin,IL,Illinois,Kane,42.0383,-88.324,114156,1137.8
Utica,NY,New York,Oneida,43.0962,-75.2261,112948,1385.0
Broken Arrow,OK,Oklahoma,Tulsa,36.038,-95.7806,112751,667.7
Costa Mesa,CA,California,Orange,33.6667,-117.9135,112148,2759.3
Chico,CA,California,Butte,39.7578,-121.8161,112132,1106.0
Sioux City,IA,Iowa,Woodbury,42.4959,-96.3901,111924,545.1
League City,TX,Texas,Galveston,29.4874,-95.1087,111847,793.9
Miami Gardens,FL,Florida,Miami-Dade,25.9433,-80.2426,111706,2346.3
Pompano Beach,FL,Florida,Broward,26.2428,-80.1312,111423,1787.3
San Buenaventura,CA,California,Ventura,34.2741,-119.2314,110572,1913.6
Everett,WA,Washington,Snohomish,47.9525,-122.1669,110438,1289.4
El Centro,CA,California,Imperial,32.7865,-115.5595,110434,1415.5
Sugar Land,TX,Texas,Fort Bend,29.5935,-95.6358,110272,1131.2
El Monte,CA,California,Los Angeles,34.0739,-118.0291,110144,4602.2
Lewisville,TX,Texas,Denton,33.0454,-96.9815,110077,1124.0
West Covina,CA,California,Los Angeles,34.0555,-117.9113,109396,2547.4
Temecula,CA,California,Riverside,33.4928,-117.1315,109376,1171.9
Bend,OR,Oregon,Deschutes,44.0563,-121.3095,109224,1114.3
Salisbury,MD,Maryland,Wicomico,38.3756,-75.5865,108982,920.1
Jacksonville,NC,North Carolina,Onslow,34.7289,-77.3941,108549,587.7
Inglewood,CA,California,Los Angeles,33.9566,-118.3444,108206,4654.5
Dearborn,MI,Michigan,Wayne,42.3127,-83.213,107985,1502.1
Centennial,CO,Colorado,Arapahoe,39.5926,-104.8673,107972,1446.3
Burbank,CA,California,Los Angeles,34.1879,-118.3235,107364,2305.8
Sparks,NV,Nevada,Washoe,39.5736,-119.7161,106900,1088.7
Sandy Springs,GA,Georgia,Fulton,33.9366,-84.3703,106605,1109.2
Bloomington,IN,Indiana,Monroe,39.1637,-86.5257,106327,1406.4
Logan,UT,Utah,Cache,41.7399,-111.8422,106319,1106.4
Kailua,HI,Hawaii,Honolulu,21.392,-157.7396,106260,1882.8
El Cajon,CA,California,San Diego,32.8017,-116.9604,106043,2747.5
Hillsboro,OR,Oregon,Washington,45.5273,-122.936,105909,1619.6
South Fulton,GA,Georgia,Fulton,33.6273,-84.58,105551,446.7
Renton,WA,Washington,King,47.4784,-122.1918,105313,1673.0
Mandeville,LA,Louisiana,St. Tammany,30.3751,-90.0904,105097,681.3
San Mateo,CA,California,San Mateo,37.5522,-122.3121,105087,3297.1
Columbia,MD,Maryland,Howard,39.2004,-76.859,105086,1274.5
Daly City,CA,California,San Mateo,37.6862,-122.4685,104914,5418.5
Davie,FL,Florida,Broward,26.0789,-80.287,104782,1168.4
Jurupa Valley,CA,California,Riverside,34.001,-117.4706,104684,958.9
Brockton,MA,Massachusetts,Plymouth,42.0821,-71.0242,104216,1732.8
Longmont,CO,Colorado,Boulder,40.1686,-105.1005,104035,1284.8
Rialto,CA,California,San Bernardino,34.1175,-117.3892,103799,1659.6
San Germán,PR,Puerto Rico,San Germán,18.0827,-67.046,103747,1270.7
Eau Claire,WI,Wisconsin,Eau Claire,44.8197,-91.4948,103586,807.5
Turlock,CA,California,Stanislaus,37.5053,-120.8588,103359,1671.5
Norwalk,CA,California,Los Angeles,33.9069,-118.0829,103330,4157.4
Highlands Ranch,CO,Colorado,Douglas,39.5419,-104.9708,103238,1702.6
Allen,TX,Texas,Collin,33.1088,-96.6735,102778,1521.5
Wichita Falls,TX,Texas,Wichita,33.9072,-98.5291,102563,561.1
Rio Rancho,NM,New Mexico,Sandoval,35.2873,-106.6982,102403,366.0
Vacaville,CA,California,Solano,38.3587,-121.9673,102256,1292.1
Spokane Valley,WA,Washington,Spokane,47.6626,-117.2346,102178,1016.2
Charlottesville,VA,Virginia,Charlottesville,38.0375,-78.4855,102164,1779.4
Idaho Falls,ID,Idaho,Bonneville,43.4871,-112.0362,101326,940.0
Menifee,CA,California,Riverside,33.6909,-117.1849,101089,772.4
Lee's Summit,MO,Missouri,Jackson,38.9171,-94.3816,100772,598.2
Quincy,MA,Massachusetts,Norfolk,42.2506,-71.0187,100544,2199.0
San Angelo,TX,Texas,Tom Green,31.4424,-100.4504,100330,647.0
Lynn,MA,Massachusetts,Essex,42.4781,-70.9664,100233,3386.9
Holland,MI,Michigan,Ottawa,42.7677,-86.0984,100202,771.3
Federal Way,WA,Washington,King,47.3091,-122.3358,99792,1676.5
Manteca,CA,California,San Joaquin,37.7927,-121.2264,99764,1463.6
Lafayette,CO,Colorado,Boulder,39.9946,-105.0998,99475,1170.2
Santa Fe,NM,New Mexico,Santa Fe,35.6619,-105.9819,99439,624.0
Hesperia,CA,California,San Bernardino,34.3975,-117.3147,99287,505.5
La Crosse,WI,Wisconsin,La Crosse,43.8241,-91.2268,99227,917.0
Riverview,FL,Florida,Hillsborough,27.8227,-82.3023,98928,801.4
Kingsport,TN,Tennessee,Sullivan,36.5224,-82.5454,98767,394.1
Edinburg,TX,Texas,Hidalgo,26.3196,-98.1597,98759,843.8
Vista,CA,California,San Diego,33.1896,-117.2386,98651,2073.0
Bowling Green,KY,Kentucky,Warren,36.9716,-86.4378,98537,684.7
Carmel,IN,Indiana,Hamilton,39.965,-86.146,98137,779.7
Longview,TX,Texas,Gregg,32.5193,-94.7622,98075,568.4
Tracy,CA,California,San Joaquin,37.7269,-121.4523,98022,1349.6
Prescott Valley,AZ,Arizona,Yavapai,34.598,-112.3185,97901,435.0
Beaverton,OR,Oregon,Washington,45.4779,-122.8168,97466,1940.8
Portsmouth,NH,New Hampshire,Rockingham,43.058,-70.7826,97455,528.0
Portsmouth,VA,Virginia,Portsmouth,36.8468,-76.354,97454,1101.0
Fishers,IN,Indiana,Hamilton,39.9588,-85.9659,97154,1012.1
Orem,UT,Utah,Utah,40.2981,-111.6994,96734,2030.5
Sandy,UT,Utah,Salt Lake,40.5709,-111.8506,96272,1532.6
Sunrise,FL,Florida,Broward,26.1547,-80.2997,96220,2256.2
San Tan Valley,AZ,Arizona,Pinal,33.1786,-111.5629,96127,534.6
Compton,CA,California,Los Angeles,33.893,-118.2274,96083,3688.9
Arden-Arcade,CA,California,Sacramento,38.6017,-121.3845,95909,2275.6
Hanford,CA,California,Kings,36.3274,-119.6549,95459,1267.2
Boca Raton,FL,Florida,Palm Beach,26.3752,-80.108,95347,1307.0
Middletown,OH,Ohio,Butler,39.5033,-84.3659,95296,720.5
Livonia,MI,Michigan,Wayne,42.3972,-83.3733,95294,1016.4
Carson,CA,California,Los Angeles,33.8374,-118.2559,95104,1883.1
Lawrence,KS,Kansas,Douglas,38.9597,-95.2642,94745,1100.5
Slidell,LA,Louisiana,St. Tammany,30.2887,-89.7828,94498,713.2
Blacksburg,VA,Virginia,Montgomery,37.23,-80.4279,94398,868.4
San Marcos,CA,California,San Diego,33.135,-117.1743,94313,1512.3
Goodyear,AZ,Arizona,Maricopa,33.2614,-112.3622,93651,168.6
Edmond,OK,Oklahoma,Oklahoma,35.6689,-97.416,93522,425.8
Mayagüez,PR,Puerto Rico,Mayagüez,18.2003,-67.1397,93426,1101.4
Fall River,MA,Massachusetts,Bristol,41.7136,-71.1015,93339,1044.6
South Gate,CA,California,Los Angeles,33.9447,-118.1926,93308,5063.5
Suffolk,VA,Virginia,Suffolk,36.6953,-76.6398,93268,88.4
Terre Haute,IN,Indiana,Vigo,39.466,-87.3751,93247,673.9
Missoula,MT,Montana,Missoula,46.8751,-114.0214,92863,835.9
Santa Monica,CA,California,Los Angeles,34.0235,-118.481,92828,4205.3
Roswell,GA,Georgia,Fulton,34.0391,-84.3513,92688,899.5
Vineland,NJ,New Jersey,Cumberland,39.4653,-74.9981,92364,335.4
Plantation,FL,Florida,Broward,26.1259,-80.2617,92212,1675.1
Alafaya,FL,Florida,Orange,28.528,-81.1868,92080,1152.6
Kirkland,WA,Washington,King,47.697,-122.2057,91656,1976.4
Hoover,AL,Alabama,Jefferson,33.3763,-86.8068,91371,685.8
Westminster,CA,California,Orange,33.7523,-117.9938,91267,3494.6
Lawton,OK,Oklahoma,Comanche,34.6175,-98.4202,91247,443.5
San Leandro,CA,California,Alameda,37.7074,-122.1599,91176,2622.4
Auburn,AL,Alabama,Lee,32.6087,-85.4903,91047,414.4
Norwalk,CT,Connecticut,Fairfield,41.1144,-73.4215,90821,1497.3
O'Fallon,MO,Missouri,St. Charles,38.785,-90.7175,90802,1133.4
Chino,CA,California,San Bernardino,33.9836,-117.6654,90279,1162.9
Germantown,MD,Maryland,Montgomery,39.1755,-77.2643,90235,2029.4
Dover,NH,New Hampshire,Strafford,43.1887,-70.8845,89874,461.1
Bismarck,ND,North Dakota,Burleigh,46.8143,-100.7694,89825,817.5
Waukegan,IL,Illinois,Lake,42.3698,-87.8716,89751,1389.0
Buckeye,AZ,Arizona,Maricopa,33.4314,-112.6429,89711,73.2
Town 'n' Country,FL,Florida,Hillsborough,28.0106,-82.5763,89679,1569.2
Clifton,NJ,New Jersey,Passaic,40.863,-74.1575,89460,2917.6
Bloomington,MN,Minnesota,Hennepin,44.8306,-93.3151,89436,948.2
Mount Pleasant,SC,South Carolina,Charleston,32.8537,-79.8203,88900,697.0
Florence,SC,South Carolina,Florence,34.178,-79.7898,88709,636.0
Newton,MA,Massachusetts,Middlesex,42.3316,-71.2085,88647,1912.8
State College,PA,Pennsylvania,Centre,40.7909,-77.8567,88526,3567.5
Livermore,CA,California,Alameda,37.6868,-121.7607,88403,1339.7
Rapid City,SD,South Dakota,Pennington,44.0716,-103.2204,88076,540.1
Decatur,IL,Illinois,Macon,39.8557,-88.9342,88002,646.8
Dalton,GA,Georgia,Whitfield,34.769,-84.972,87944,612.1
Conroe,TX,Texas,Montgomery,30.3238,-95.4824,87930,473.9
Hawthorne,CA,California,Los Angeles,33.9147,-118.3476,87863,5417.3
Lawrence,MA,Massachusetts,Essex,42.7002,-71.1626,87798,4458.5
New Braunfels,TX,Texas,Comal,29.6994,-98.1148,87549,725.5
Citrus Heights,CA,California,Sacramento,38.6948,-121.288,87521,2380.9
Jackson,MI,Michigan,Jackson,42.2431,-84.4038,87230,1148.8
Whittier,CA,California,Los Angeles,33.9678,-118.0188,87184,2235.7
Muncie,IN,Indiana,Delaware,40.1989,-85.395,87037,954.4
Troy,MI,Michigan,Oakland,42.5817,-83.1457,86912,970.3
Homosassa Springs,FL,Florida,Citrus,28.8119,-82.5392,86578,223.5
Port Huron,MI,Michigan,St. Clair,42.9821,-82.4388,86440,1378.0
Napa,CA,California,Napa,38.2975,-122.301,86130,1675.1
Deerfield Beach,FL,Florida,Broward,26.305,-80.1277,86062,2087.9
Springdale,AR,Arkansas,Washington,36.1901,-94.1574,85887,631.2
Newport Beach,CA,California,Orange,33.6151,-117.8668,85806,1406.8
Anderson,IN,Indiana,Madison,40.0891,-85.6892,85700,505.6
San Ramon,CA,California,Contra Costa,37.7624,-121.9365,85688,1565.7
Lake Forest,CA,California,Orange,33.6605,-117.6714,85516,1955.8
Mission,TX,Texas,Hidalgo,26.2039,-98.3256,85311,890.7
Auburn,WA,Washington,King,47.3039,-122.2108,85306,1056.3
Brooklyn Park,MN,Minnesota,Hennepin,45.1112,-93.3505,85247,1187.1
Bryan,TX,Texas,Brazos,30.665,-96.3807,85204,610.4
Springfield,OH,Ohio,Clark,39.93,-83.7959,85121,876.6
Hattiesburg,MS,Mississippi,Forrest,31.3074,-89.317,85086,332.4
Westland,MI,Michigan,Wayne,42.3192,-83.3805,84961,1544.1
Cicero,IL,Illinois,Cook,41.8445,-87.7593,84905,5363.3
Albany,GA,Georgia,Dougherty,31.5776,-84.1762,84901,509.3
Fort Myers,FL,Florida,Lee,26.6194,-81.8302,84694,809.2
Pine Hills,FL,Florida,Orange,28.5818,-81.4692,84289,2577.7
Atascocita,TX,Texas,Harris,29.9777,-95.1953,84222,1323.8
Buena Park,CA,California,Orange,33.8572,-118.0046,83974,3015.2
Redwood City,CA,California,San Mateo,37.5025,-122.2253,83905,1687.6
Farmington Hills,MI,Michigan,Oakland,42.486,-83.3771,83749,939.3
Alton,IL,Illinois,Madison,38.9037,-90.152,83705,652.3
Melbourne,FL,Florida,Brevard,28.1086,-80.6627,83500,719.5
Miami Beach,FL,Florida,Miami-Dade,25.8171,-80.1396,83469,4489.1
Alhambra,CA,California,Los Angeles,34.084,-118.1355,83174,4275.8
Williamsburg,VA,Virginia,Williamsburg,37.2693,-76.7076,83021,649.4
Madera,CA,California,Madera,36.963,-120.0778,82772,1536.8
Warwick,RI,Rhode Island,Kent,41.7062,-71.4334,82666,894.0
Cranston,RI,Rhode Island,Providence,41.7658,-71.4858,82654,1106.8
Baytown,TX,Texas,Harris,29.7587,-94.9671,82543,794.0
Largo,FL,Florida,Pinellas,27.9088,-82.7712,82505,1757.8
Silver Spring,MD,Maryland,Montgomery,39.0028,-77.0207,82472,3970.7
Lakewood,CA,California,Los Angeles,33.8471,-118.1222,82419,3272.3
Mountain View,CA,California,Santa Clara,37.4001,-122.0796,82409,2586.4
Kankakee,IL,Illinois,Kankakee,41.102,-87.8643,82095,662.0
Johns Creek,GA,Georgia,Fulton,34.0333,-84.2027,82068,1059.5
Flagstaff,AZ,Arizona,Coconino,35.1872,-111.6194,81682,428.7
Franklin,TN,Tennessee,Williamson,35.92,-86.8516,81531,723.1
Joplin,MO,Missouri,Jasper,37.0757,-94.5018,81025,512.8
Parma,OH,Ohio,Cuyahoga,41.3843,-81.7286,80880,1516.1
Layton,UT,Utah,Davis,41.077,-111.962,80858,1324.4
New Rochelle,NY,New York,Westchester,40.9304,-73.7836,80685,2979.1
Anderson,SC,South Carolina,Anderson,34.5211,-82.6478,80657,718.0
Lebanon,PA,Pennsylvania,Lebanon,40.3412,-76.4228,80620,2388.4
Somerville,MA,Massachusetts,Middlesex,42.3908,-71.1014,80608,7600.3
Yauco,PR,Puerto Rico,Yauco,18.0344,-66.8615,80307,2065.0
St. Joseph,MO,Missouri,Buchanan,39.7598,-94.821,80099,660.8
Plymouth,MN,Minnesota,Hennepin,45.0225,-93.4617,80034,931.0
Tustin,CA,California,Orange,33.7311,-117.8107,79895,2805.2
Zephyrhills,FL,Florida,Pasco,28.2409,-82.1797,79795,649.2
Milpitas,CA,California,Santa Clara,37.4336,-121.8921,79593,2153.0
Florence,AL,Alabama,Lauderdale,34.8303,-87.6655,79590,591.9
Pleasanton,CA,California,Alameda,37.6663,-121.8805,79558,1279.1
Boynton Beach,FL,Florida,Palm Beach,26.5281,-80.0811,79479,1865.4
Texarkana,TX,Texas,Bowie,33.45,-94.0847,79304,451.8
Folsom,CA,California,Sacramento,38.6668,-121.1422,79201,1102.1
Bellflower,CA,California,Los Angeles,33.888,-118.1271,79070,4818.3
Pharr,TX,Texas,Hidalgo,26.1685,-98.1904,78997,1285.9
Homestead,FL,Florida,Miami-Dade,25.4665,-80.4472,78885,1764.6
Valdosta,GA,Georgia,Lowndes,30.8502,-83.2788,78786,604.3
Upland,CA,California,San Bernardino,34.1178,-117.6604,78624,1916.3
Evanston,IL,Illinois,Cook,42.0464,-87.6943,78454,3671.6
Newark,OH,Ohio,Licking,40.0706,-82.425,78447,923.5
Elizabethtown,KY,Kentucky,Hardin,37.7031,-85.8773,78446,423.7
St. Augustine,FL,Florida,St. Johns,29.8976,-81.31,78386,610.9
Rancho Cordova,CA,California,Sacramento,38.5737,-121.2527,78358,830.9
Alameda,CA,California,Alameda,37.7668,-122.267,78320,2949.8
Chino Hills,CA,California,San Bernardino,33.9508,-117.7254,78229,716.0
Perris,CA,California,Riverside,33.7898,-117.2233,78106,951.5
Schaumburg,IL,Illinois,Cook,42.0308,-88.0838,78053,1464.7
Kendall,FL,Florida,Miami-Dade,25.6697,-80.3556,78007,1852.2
Camarillo,CA,California,Ventura,34.223,-119.0321,77795,1345.1
Anniston,AL,Alabama,Calhoun,33.6712,-85.8135,77690,181.3
Sumter,SC,South Carolina,Sumter,33.9392,-80.393,77626,468.1
Jonesboro,AR,Arkansas,Craighead,35.8212,-90.6791,77520,372.7
Hammond,IN,Indiana,Lake,41.6168,-87.4909,77491,1293.5
Carmichael,CA,California,Sacramento,38.6318,-121.3263,77358,1904.6
Arlington Heights,IL,Illinois,Cook,42.0955,-87.9826,77283,1745.5
Morgantown,WV,West Virginia,Monongalia,39.6383,-79.9464,77193,1172.6
Wyoming,MI,Michigan,Kent,42.8908,-85.7066,76625,1186.0
Cheyenne,WY,Wyoming,Laramie,41.135,-104.7902,76456,767.1
Pasco,WA,Washington,Franklin,46.2506,-119.1305,76398,844.4
Watsonville,CA,California,Santa Cruz,36.9206,-121.7708,76285,2981.0
Southfield,MI,Michigan,Oakland,42.4765,-83.2605,76196,1073.1
Wausau,WI,Wisconsin,Marathon,44.962,-89.6459,76016,777.2
Rochester Hills,MI,Michigan,Oakland,42.6645,-83.1563,75990,875.0
Loveland,CO,Colorado,Larimer,40.4166,-105.0623,75938,915.7
Alexandria,LA,Louisiana,Rapides,31.2923,-92.4702,75835,630.8
Pittsburg,CA,California,Contra Costa,38.0182,-121.8965,75701,1566.7
Hammond,LA,Louisiana,Tangipahoa,30.5061,-90.4563,75688,558.0
South Jordan,UT,Utah,Salt Lake,40.557,-111.9784,75617,1282.3
Battle Creek,MI,Michigan,Calhoun,42.2985,-85.2296,75608,463.1
Bethlehem,PA,Pennsylvania,Northampton,40.6266,-75.3679,75599,1526.4
Fajardo,PR,Puerto Rico,Fajardo,18.3331,-65.6589,75549,1156.5
Davis,CA,California,Yolo,38.5553,-121.737,75468,2657.8
Apple Valley,CA,California,San Bernardino,34.5352,-117.2109,75311,367.7
Pawtucket,RI,Rhode Island,Providence,41.8744,-71.3743,75200,3199.5
Wheeling,WV,West Virginia,Ohio,40.0752,-80.6951,75065,758.1
Flower Mound,TX,Texas,Denton,33.0343,-97.1146,75050,725.7
Harrisonburg,VA,Virginia,Harrisonburg,38.4362,-78.8735,74901,1192.6
Cedar Park,TX,Texas,Williamson,30.5105,-97.8197,74741,1165.1
Oshkosh,WI,Wisconsin,Winnebago,44.0227,-88.5619,74737,953.8
Winchester,VA,Virginia,Winchester,39.1735,-78.1746,74593,1172.3
Caguas,PR,Puerto Rico,Caguas,18.2319,-66.0388,74502,2587.9
Ellicott City,MD,Maryland,Howard,39.2774,-76.8345,74432,942.8
Pocatello,ID,Idaho,Bannock,42.8724,-112.4647,74359,648.2
Hilton Head Island,SC,South Carolina,Beaufort,32.1896,-80.7499,74248,373.5
New Britain,CT,Connecticut,Hartford,41.6759,-72.7862,74022,2090.9
Mansfield,OH,Ohio,Richland,40.7656,-82.5275,74021,581.7
Woodbury,MN,Minnesota,Washington,44.9057,-92.923,74014,788.9
Lauderhill,FL,Florida,Broward,26.1605,-80.2241,73935,3256.7
Lehi,UT,Utah,Utah,40.4136,-111.8725,73911,907.0
Bolingbrook,IL,Illinois,Will,41.6901,-88.1021,73807,1151.6
Dale City,VA,Virginia,Prince William,38.6473,-77.3459,73716,1953.9
Missouri City,TX,Texas,Fort Bend,29.563,-95.5365,73682,1002.8
Lake Jackson,TX,Texas,Brazoria,29.0516,-95.4521,73478,533.4
Altoona,PA,Pennsylvania,Blair,40.5082,-78.4007,73374,1722.1
Doral,FL,Florida,Miami-Dade,25.8152,-80.3565,73126,1740.7
Owensboro,KY,Kentucky,Daviess,37.7575,-87.1172,73115,1117.9
Centreville,VA,Virginia,Fairfax,38.839,-77.4389,73064,2401.1
Mount Vernon,NY,New York,Westchester,40.9136,-73.8291,72855,5943.4
Baldwin Park,CA,California,Los Angeles,34.0829,-117.9722,72813,4404.7
Broomfield,CO,Colorado,Broomfield,39.9542,-105.0526,72697,813.3
Redlands,CA,California,San Bernardino,34.0512,-117.1712,72649,768.3
Cleveland,TN,Tennessee,Bradley,35.1817,-84.8707,72589,642.1
Dothan,AL,Alabama,Houston,31.2336,-85.407,72389,294.9
Camden,NJ,New Jersey,Camden,39.9361,-75.1073,72381,3192.4
Redmond,WA,Washington,King,47.6763,-122.1169,72166,1583.8
Framingham,MA,Massachusetts,Middlesex,42.3085,-71.4368,72089,1123.1
Jackson,TN,Tennessee,Madison,35.6538,-88.8354,71983,442.9
Janesville,WI,Wisconsin,Rock,42.6854,-89.0135,71907,728.1
Juana Díaz,PR,Puerto Rico,Juana Díaz,18.0532,-66.5044,71759,1913.2
Mansfield,TX,Texas,Tarrant,32.569,-97.1213,71375,751.4
Waukesha,WI,Wisconsin,Waukesha,43.0087,-88.2464,71307,1095.5
Tamarac,FL,Florida,Broward,26.2056,-80.2539,71140,2212.1
Wenatchee,WA,Washington,Chelan,47.436,-120.3295,71119,1249.3
Daytona Beach,FL,Florida,Volusia,29.1995,-81.0982,71041,404.5
Castle Rock,CO,Colorado,Douglas,39.3763,-104.8535,71037,733.9
Redondo Beach,CA,California,Los Angeles,33.8577,-118.3765,70998,4148.2
Wilmington,DE,Delaware,New Castle,39.7415,-75.5416,70926,2503.9
San Marcos,TX,Texas,Hays,29.8734,-97.9356,70864,682.0
Union City,CA,California,Alameda,37.6032,-122.0181,70828,1494.1
Eldersburg,MD,Maryland,Carroll,39.4041,-76.9528,70639,296.1
Conway,AR,Arkansas,Faulkner,35.0753,-92.4692,70555,557.3
Bayonne,NJ,New Jersey,Hudson,40.6668,-74.1158,70553,4318.5
Guaynabo,PR,Puerto Rico,Guaynabo,18.3832,-66.1134,70542,2139.3
Rocklin,CA,California,Placer,38.8075,-121.2489,70317,1307.2
Passaic,NJ,New Jersey,Passaic,40.8574,-74.1282,70308,8600.8
Sheboygan,WI,Wisconsin,Sheboygan,43.7403,-87.7316,70234,1188.8
Casas Adobes,AZ,Arizona,Pima,32.3423,-111.0113,70224,1021.8
St. Charles,MO,Missouri,St. Charles,38.7954,-90.5157,70218,1099.0
Maple Grove,MN,Minnesota,Hennepin,45.1089,-93.4626,69900,848.3
Walnut Creek,CA,California,Contra Costa,37.9024,-122.0399,69876,1364.5
Dublin,CA,California,Alameda,37.7161,-121.8963,69818,1619.0
North Richland Hills,TX,Texas,Tarrant,32.8604,-97.218,69817,1500.5
Gary,IN,Indiana,Lake,41.5905,-87.3473,69739,584.5
Glen Burnie,MD,Maryland,Anne Arundel,39.156,-76.6071,69739,1553.4
Bristol,TN,Tennessee,Sullivan,36.5572,-82.2154,69734,318.7
Decatur,AL,Alabama,Morgan,34.5731,-86.9905,69710,386.0
West Bend,WI,Wisconsin,Washington,43.4173,-88.1818,69672,785.3
Lodi,CA,California,San Joaquin,38.1218,-121.2932,69467,1884.2
Lima,OH,Ohio,Allen,40.741,-84.112,69440,1046.5
Florida,PR,Puerto Rico,Florida,18.3643,-66.5611,69427,1170.1
Lakeville,MN,Minnesota,Dakota,44.6774,-93.252,69026,693.6
Blaine,MN,Minnesota,Anoka,45.1696,-93.2077,68999,763.3
Poinciana,FL,Florida,Polk,28.1217,-81.4821,68922,366.8
East Orange,NJ,New Jersey,Essex,40.7651,-74.2117,68918,6355.4
Noblesville,IN,Indiana,Hamilton,40.0355,-86.0042,68885,723.3
Gaithersburg,MD,Maryland,Montgomery,39.1346,-77.2131,68827,2539.2
Lake Elsinore,CA,California,Riverside,33.6847,-117.3344,68822,648.3
Palo Alto,CA,California,Santa Clara,37.3905,-122.1468,68624,1091.2
Eastvale,CA,California,Riverside,33.9617,-117.5803,68539,2003.6
Tulare,CA,California,Tulare,36.1995,-119.34,68395,1207.8
Rogers,AR,Arkansas,Benton,36.317,-94.1531,68340,672.9
Yorba Linda,CA,California,Orange,33.889,-117.7714,68319,1317.8
Parkersburg,WV,West Virginia,Wood,39.2623,-81.542,68217,974.3
Eagan,MN,Minnesota,Dakota,44.817,-93.1638,68205,822.0
